,y_lo,y_hi,h_lo,h_hi
1425,19.1,19.2,15.0,16.0
1426,19.1,19.2,16.0,17.0
1427,19.1,19.2,17.0,18.0
1428,19.1,19.2,18.0,19.0
1429,19.1,19.2,19.0,20.0
1430,19.1,19.2,20.0,21.0
1431,19.1,19.2,21.0,22.0
1432,19.1,19.2,22.0,23.0
1433,19.1,19.2,23.0,24.0
1434,19.1,19.2,24.0,25.0
1435,19.1,19.2,25.0,26.0
1436,19.1,19.2,26.0,27.0
1437,19.1,19.2,27.0,28.0
1438,19.1,19.2,28.0,29.0
1439,19.1,19.2,29.0,30.0
1440,19.2,19.3,10.0,11.0
1441,19.2,19.3,11.0,12.0
1442,19.2,19.3,12.0,13.0
1443,19.2,19.3,13.0,14.0
1444,19.2,19.3,14.0,15.0
1445,19.2,19.3,15.0,16.0
1446,19.2,19.3,16.0,17.0
1447,19.2,19.3,17.0,18.0
1448,19.2,19.3,18.0,19.0
1449,19.2,19.3,19.0,20.0
1450,19.2,19.3,20.0,21.0
1451,19.2,19.3,21.0,22.0
1452,19.2,19.3,22.0,23.0
1453,19.2,19.3,23.0,24.0
1454,19.2,19.3,24.0,25.0
1455,19.2,19.3,25.0,26.0
1456,19.2,19.3,26.0,27.0
1457,19.2,19.3,27.0,28.0
1458,19.2,19.3,28.0,29.0
1459,19.2,19.3,29.0,30.0
1460,19.3,19.4,10.0,11.0
1461,19.3,19.4,11.0,12.0
1462,19.3,19.4,12.0,13.0
1463,19.3,19.4,13.0,14.0
1464,19.3,19.4,14.0,15.0
1465,19.3,19.4,15.0,16.0
1466,19.3,19.4,16.0,17.0
1467,19.3,19.4,17.0,18.0
1468,19.3,19.4,18.0,19.0
1469,19.3,19.4,19.0,20.0
1470,19.3,19.4,20.0,21.0
1471,19.3,19.4,21.0,22.0
1472,19.3,19.4,22.0,23.0
1473,19.3,19.4,23.0,24.0
1474,19.3,19.4,24.0,25.0
1475,19.3,19.4,25.0,26.0
1476,19.3,19.4,26.0,27.0
1477,19.3,19.4,27.0,28.0
1478,19.3,19.4,28.0,29.0
1479,19.3,19.4,29.0,30.0
1480,19.4,19.5,10.0,11.0
1481,19.4,19.5,11.0,12.0
1482,19.4,19.5,12.0,13.0
1483,19.4,19.5,13.0,14.0
1484,19.4,19.5,14.0,15.0
1485,19.4,19.5,15.0,16.0
1486,19.4,19.5,16.0,17.0
1487,19.4,19.5,17.0,18.0
1488,19.4,19.5,18.0,19.0
1489,19.4,19.5,19.0,20.0
1490,19.4,19.5,20.0,21.0
1491,19.4,19.5,21.0,22.0
1492,19.4,19.5,22.0,23.0
1493,19.4,19.5,23.0,24.0
1494,19.4,19.5,24.0,25.0
1495,19.4,19.5,25.0,26.0
1496,19.4,19.5,26.0,27.0
1497,19.4,19.5,27.0,28.0
1498,19.4,19.5,28.0,29.0
1499,19.4,19.5,29.0,30.0
1500,19.5,19.6,10.0,11.0
1501,19.5,19.6,11.0,12.0
1502,19.5,19.6,12.0,13.0
1503,19.5,19.6,13.0,14.0
1504,19.5,19.6,14.0,15.0
1505,19.5,19.6,15.0,16.0
1506,19.5,19.6,16.0,17.0
1507,19.5,19.6,17.0,18.0
1508,19.5,19.6,18.0,19.0
1509,19.5,19.6,19.0,20.0
1510,19.5,19.6,20.0,21.0
1511,19.5,19.6,21.0,22.0
1512,19.5,19.6,22.0,23.0
1513,19.5,19.6,23.0,24.0
1514,19.5,19.6,24.0,25.0
1515,19.5,19.6,25.0,26.0
1516,19.5,19.6,26.0,27.0
1517,19.5,19.6,27.0,28.0
1518,19.5,19.6,28.0,29.0
1519,19.5,19.6,29.0,30.0
1520,19.6,19.7,10.0,11.0
1521,19.6,19.7,11.0,12.0
1522,19.6,19.7,12.0,13.0
1523,19.6,19.7,13.0,14.0
1524,19.6,19.7,14.0,15.0
1525,19.6,19.7,15.0,16.0
1526,19.6,19.7,16.0,17.0
1527,19.6,19.7,17.0,18.0
1528,19.6,19.7,18.0,19.0
1529,19.6,19.7,19.0,20.0
1530,19.6,19.7,20.0,21.0
1531,19.6,19.7,21.0,22.0
1532,19.6,19.7,22.0,23.0
1533,19.6,19.7,23.0,24.0
1534,19.6,19.7,24.0,25.0
1535,19.6,19.7,25.0,26.0
1536,19.6,19.7,26.0,27.0
1537,19.6,19.7,27.0,28.0
1538,19.6,19.7,28.0,29.0
1539,19.6,19.7,29.0,30.0
1540,19.7,19.8,10.0,11.0
1541,19.7,19.8,11.0,12.0
1542,19.7,19.8,12.0,13.0
1543,19.7,19.8,13.0,14.0
1544,19.7,19.8,14.0,15.0
1545,19.7,19.8,15.0,16.0
1546,19.7,19.8,16.0,17.0
1547,19.7,19.8,17.0,18.0
1548,19.7,19.8,18.0,19.0
1549,19.7,19.8,19.0,20.0
1550,19.7,19.8,20.0,21.0
1551,19.7,19.8,21.0,22.0
1552,19.7,19.8,22.0,23.0
1553,19.7,19.8,23.0,24.0
1554,19.7,19.8,24.0,25.0
1555,19.7,19.8,25.0,26.0
1556,19.7,19.8,26.0,27.0
1557,19.7,19.8,27.0,28.0
1558,19.7,19.8,28.0,29.0
1559,19.7,19.8,29.0,30.0
1560,19.8,19.9,10.0,11.0
1561,19.8,19.9,11.0,12.0
1562,19.8,19.9,12.0,13.0
1563,19.8,19.9,13.0,14.0
1564,19.8,19.9,14.0,15.0
1565,19.8,19.9,15.0,16.0
1566,19.8,19.9,16.0,17.0
1567,19.8,19.9,17.0,18.0
1568,19.8,19.9,18.0,19.0
1569,19.8,19.9,19.0,20.0
1570,19.8,19.9,20.0,21.0
1571,19.8,19.9,21.0,22.0
1572,19.8,19.9,22.0,23.0
1573,19.8,19.9,23.0,24.0
1574,19.8,19.9,24.0,25.0
1575,19.8,19.9,25.0,26.0
1576,19.8,19.9,26.0,27.0
1577,19.8,19.9,27.0,28.0
1578,19.8,19.9,28.0,29.0
1579,19.8,19.9,29.0,30.0
1580,19.9,20.0,10.0,11.0
1581,19.9,20.0,11.0,12.0
1582,19.9,20.0,12.0,13.0
1583,19.9,20.0,13.0,14.0
1584,19.9,20.0,14.0,15.0
1585,19.9,20.0,15.0,16.0
1586,19.9,20.0,16.0,17.0
1587,19.9,20.0,17.0,18.0
1588,19.9,20.0,18.0,19.0
1589,19.9,20.0,19.0,20.0
1590,19.9,20.0,20.0,21.0
1591,19.9,20.0,21.0,22.0
1592,19.9,20.0,22.0,23.0
1593,19.9,20.0,23.0,24.0
1594,19.9,20.0,24.0,25.0
1595,19.9,20.0,25.0,26.0
1596,19.9,20.0,26.0,27.0
1597,19.9,20.0,27.0,28.0
1598,19.9,20.0,28.0,29.0
1599,19.9,20.0,29.0,30.0
1600,20.0,20.1,10.0,11.0
1601,20.0,20.1,11.0,12.0
1602,20.0,20.1,12.0,13.0
1603,20.0,20.1,13.0,14.0
1604,20.0,20.1,14.0,15.0
1605,20.0,20.1,15.0,16.0
1606,20.0,20.1,16.0,17.0
1607,20.0,20.1,17.0,18.0
1608,20.0,20.1,18.0,19.0
1609,20.0,20.1,19.0,20.0
1610,20.0,20.1,20.0,21.0
1611,20.0,20.1,21.0,22.0
1612,20.0,20.1,22.0,23.0
1613,20.0,20.1,23.0,24.0
1614,20.0,20.1,24.0,25.0
1615,20.0,20.1,25.0,26.0
1616,20.0,20.1,26.0,27.0
1617,20.0,20.1,27.0,28.0
1618,20.0,20.1,28.0,29.0
1619,20.0,20.1,29.0,30.0
1620,20.1,20.2,10.0,11.0
1621,20.1,20.2,11.0,12.0
1622,20.1,20.2,12.0,13.0
1623,20.1,20.2,13.0,14.0
1624,20.1,20.2,14.0,15.0
1625,20.1,20.2,15.0,16.0
1626,20.1,20.2,16.0,17.0
1627,20.1,20.2,17.0,18.0
1628,20.1,20.2,18.0,19.0
1629,20.1,20.2,19.0,20.0
1630,20.1,20.2,20.0,21.0
1631,20.1,20.2,21.0,22.0
1632,20.1,20.2,22.0,23.0
1633,20.1,20.2,23.0,24.0
1634,20.1,20.2,24.0,25.0
1635,20.1,20.2,25.0,26.0
1636,20.1,20.2,26.0,27.0
1637,20.1,20.2,27.0,28.0
1638,20.1,20.2,28.0,29.0
1639,20.1,20.2,29.0,30.0
1640,20.2,20.3,10.0,11.0
1641,20.2,20.3,11.0,12.0
1642,20.2,20.3,12.0,13.0
1643,20.2,20.3,13.0,14.0
1644,20.2,20.3,14.0,15.0
1645,20.2,20.3,15.0,16.0
1646,20.2,20.3,16.0,17.0
1647,20.2,20.3,17.0,18.0
1648,20.2,20.3,18.0,19.0
1649,20.2,20.3,19.0,20.0
1650,20.2,20.3,20.0,21.0
1651,20.2,20.3,21.0,22.0
1652,20.2,20.3,22.0,23.0
1653,20.2,20.3,23.0,24.0
1654,20.2,20.3,24.0,25.0
1655,20.2,20.3,25.0,26.0
1656,20.2,20.3,26.0,27.0
1657,20.2,20.3,27.0,28.0
1658,20.2,20.3,28.0,29.0
1659,20.2,20.3,29.0,30.0
1660,20.3,20.4,10.0,11.0
1661,20.3,20.4,11.0,12.0
1662,20.3,20.4,12.0,13.0
1663,20.3,20.4,13.0,14.0
1664,20.3,20.4,14.0,15.0
1665,20.3,20.4,15.0,16.0
1666,20.3,20.4,16.0,17.0
1667,20.3,20.4,17.0,18.0
1668,20.3,20.4,18.0,19.0
1669,20.3,20.4,19.0,20.0
1670,20.3,20.4,20.0,21.0
1671,20.3,20.4,21.0,22.0
1672,20.3,20.4,22.0,23.0
1673,20.3,20.4,23.0,24.0
1674,20.3,20.4,24.0,25.0
1675,20.3,20.4,25.0,26.0
1676,20.3,20.4,26.0,27.0
1677,20.3,20.4,27.0,28.0
1678,20.3,20.4,28.0,29.0
1679,20.3,20.4,29.0,30.0
1680,20.4,20.5,10.0,11.0
1681,20.4,20.5,11.0,12.0
1682,20.4,20.5,12.0,13.0
1683,20.4,20.5,13.0,14.0
1684,20.4,20.5,14.0,15.0
1685,20.4,20.5,15.0,16.0
1686,20.4,20.5,16.0,17.0
1687,20.4,20.5,17.0,18.0
1688,20.4,20.5,18.0,19.0
1689,20.4,20.5,19.0,20.0
1690,20.4,20.5,20.0,21.0
1691,20.4,20.5,21.0,22.0
1692,20.4,20.5,22.0,23.0
1693,20.4,20.5,23.0,24.0
1694,20.4,20.5,24.0,25.0
1695,20.4,20.5,25.0,26.0
1696,20.4,20.5,26.0,27.0
1697,20.4,20.5,27.0,28.0
1698,20.4,20.5,28.0,29.0
1699,20.4,20.5,29.0,30.0
1700,20.5,20.6,10.0,11.0
1701,20.5,20.6,11.0,12.0
1702,20.5,20.6,12.0,13.0
1703,20.5,20.6,13.0,14.0
1704,20.5,20.6,14.0,15.0
1705,20.5,20.6,15.0,16.0
1706,20.5,20.6,16.0,17.0
1707,20.5,20.6,17.0,18.0
1708,20.5,20.6,18.0,19.0
1709,20.5,20.6,19.0,20.0
1710,20.5,20.6,20.0,21.0
1711,20.5,20.6,21.0,22.0
1712,20.5,20.6,22.0,23.0
1713,20.5,20.6,23.0,24.0
1714,20.5,20.6,24.0,25.0
1715,20.5,20.6,25.0,26.0
1716,20.5,20.6,26.0,27.0
1717,20.5,20.6,27.0,28.0
1718,20.5,20.6,28.0,29.0
1719,20.5,20.6,29.0,30.0
1720,20.6,20.7,10.0,11.0
1721,20.6,20.7,11.0,12.0
1722,20.6,20.7,12.0,13.0
1723,20.6,20.7,13.0,14.0
1724,20.6,20.7,14.0,15.0
1725,20.6,20.7,15.0,16.0
1726,20.6,20.7,16.0,17.0
1727,20.6,20.7,17.0,18.0
1728,20.6,20.7,18.0,19.0
1729,20.6,20.7,19.0,20.0
1730,20.6,20.7,20.0,21.0
1731,20.6,20.7,21.0,22.0
1732,20.6,20.7,22.0,23.0
1733,20.6,20.7,23.0,24.0
1734,20.6,20.7,24.0,25.0
1735,20.6,20.7,25.0,26.0
1736,20.6,20.7,26.0,27.0
1737,20.6,20.7,27.0,28.0
1738,20.6,20.7,28.0,29.0
1739,20.6,20.7,29.0,30.0
1740,20.7,20.8,10.0,11.0
1741,20.7,20.8,11.0,12.0
1742,20.7,20.8,12.0,13.0
1743,20.7,20.8,13.0,14.0
1744,20.7,20.8,14.0,15.0
1745,20.7,20.8,15.0,16.0
1746,20.7,20.8,16.0,17.0
1747,20.7,20.8,17.0,18.0
1748,20.7,20.8,18.0,19.0
1749,20.7,20.8,19.0,20.0
1750,20.7,20.8,20.0,21.0
1751,20.7,20.8,21.0,22.0
1752,20.7,20.8,22.0,23.0
1753,20.7,20.8,23.0,24.0
1754,20.7,20.8,24.0,25.0
1755,20.7,20.8,25.0,26.0
1756,20.7,20.8,26.0,27.0
1757,20.7,20.8,27.0,28.0
1758,20.7,20.8,28.0,29.0
1759,20.7,20.8,29.0,30.0
1760,20.8,20.9,10.0,11.0
1761,20.8,20.9,11.0,12.0
1762,20.8,20.9,12.0,13.0
1763,20.8,20.9,13.0,14.0
1764,20.8,20.9,14.0,15.0
1765,20.8,20.9,15.0,16.0
1766,20.8,20.9,16.0,17.0
1767,20.8,20.9,17.0,18.0
1768,20.8,20.9,18.0,19.0
1769,20.8,20.9,19.0,20.0
1770,20.8,20.9,20.0,21.0
1771,20.8,20.9,21.0,22.0
1772,20.8,20.9,22.0,23.0
1773,20.8,20.9,23.0,24.0
1774,20.8,20.9,24.0,25.0
1775,20.8,20.9,25.0,26.0
1776,20.8,20.9,26.0,27.0
1777,20.8,20.9,27.0,28.0
1778,20.8,20.9,28.0,29.0
1779,20.8,20.9,29.0,30.0
1780,20.9,21.0,10.0,11.0
1781,20.9,21.0,11.0,12.0
1782,20.9,21.0,12.0,13.0
1783,20.9,21.0,13.0,14.0
1784,20.9,21.0,14.0,15.0
1785,20.9,21.0,15.0,16.0
1786,20.9,21.0,16.0,17.0
1787,20.9,21.0,17.0,18.0
1788,20.9,21.0,18.0,19.0
1789,20.9,21.0,19.0,20.0
1790,20.9,21.0,20.0,21.0
1791,20.9,21.0,21.0,22.0
1792,20.9,21.0,22.0,23.0
1793,20.9,21.0,23.0,24.0
1794,20.9,21.0,24.0,25.0
1795,20.9,21.0,25.0,26.0
1796,20.9,21.0,26.0,27.0
1797,20.9,21.0,27.0,28.0
1798,20.9,21.0,28.0,29.0
1799,20.9,21.0,29.0,30.0
1800,21.0,21.1,10.0,11.0
1801,21.0,21.1,11.0,12.0
1802,21.0,21.1,12.0,13.0
1803,21.0,21.1,13.0,14.0
1804,21.0,21.1,14.0,15.0
1805,21.0,21.1,15.0,16.0
1806,21.0,21.1,16.0,17.0
1807,21.0,21.1,17.0,18.0
1808,21.0,21.1,18.0,19.0
1809,21.0,21.1,19.0,20.0
1810,21.0,21.1,20.0,21.0
1811,21.0,21.1,21.0,22.0
1812,21.0,21.1,22.0,23.0
1813,21.0,21.1,23.0,24.0
1814,21.0,21.1,24.0,25.0
1815,21.0,21.1,25.0,26.0
1816,21.0,21.1,26.0,27.0
1817,21.0,21.1,27.0,28.0
1818,21.0,21.1,28.0,29.0
1819,21.0,21.1,29.0,30.0
1820,21.1,21.2,10.0,11.0
1821,21.1,21.2,11.0,12.0
1822,21.1,21.2,12.0,13.0
1823,21.1,21.2,13.0,14.0
1824,21.1,21.2,14.0,15.0
1825,21.1,21.2,15.0,16.0
1826,21.1,21.2,16.0,17.0
1827,21.1,21.2,17.0,18.0
1828,21.1,21.2,18.0,19.0
1829,21.1,21.2,19.0,20.0
1830,21.1,21.2,20.0,21.0
1831,21.1,21.2,21.0,22.0
1832,21.1,21.2,22.0,23.0
1833,21.1,21.2,23.0,24.0
1834,21.1,21.2,24.0,25.0
1835,21.1,21.2,25.0,26.0
1836,21.1,21.2,26.0,27.0
1837,21.1,21.2,27.0,28.0
1838,21.1,21.2,28.0,29.0
1839,21.1,21.2,29.0,30.0
1840,21.2,21.3,10.0,11.0
1841,21.2,21.3,11.0,12.0
1842,21.2,21.3,12.0,13.0
1843,21.2,21.3,13.0,14.0
1844,21.2,21.3,14.0,15.0
1845,21.2,21.3,15.0,16.0
1846,21.2,21.3,16.0,17.0
1847,21.2,21.3,17.0,18.0
1848,21.2,21.3,18.0,19.0
1849,21.2,21.3,19.0,20.0
1850,21.2,21.3,20.0,21.0
1851,21.2,21.3,21.0,22.0
1852,21.2,21.3,22.0,23.0
1853,21.2,21.3,23.0,24.0
1854,21.2,21.3,24.0,25.0
1855,21.2,21.3,25.0,26.0
1856,21.2,21.3,26.0,27.0
1857,21.2,21.3,27.0,28.0
1858,21.2,21.3,28.0,29.0
1859,21.2,21.3,29.0,30.0
1860,21.3,21.4,10.0,11.0
1861,21.3,21.4,11.0,12.0
1862,21.3,21.4,12.0,13.0
1863,21.3,21.4,13.0,14.0
1864,21.3,21.4,14.0,15.0
1865,21.3,21.4,15.0,16.0
1866,21.3,21.4,16.0,17.0
1867,21.3,21.4,17.0,18.0
1868,21.3,21.4,18.0,19.0
1869,21.3,21.4,19.0,20.0
1870,21.3,21.4,20.0,21.0
1871,21.3,21.4,21.0,22.0
1872,21.3,21.4,22.0,23.0
1873,21.3,21.4,23.0,24.0
1874,21.3,21.4,24.0,25.0
1875,21.3,21.4,25.0,26.0
1876,21.3,21.4,26.0,27.0
1877,21.3,21.4,27.0,28.0
1878,21.3,21.4,28.0,29.0
1879,21.3,21.4,29.0,30.0
1880,21.4,21.5,10.0,11.0
1881,21.4,21.5,11.0,12.0
1882,21.4,21.5,12.0,13.0
1883,21.4,21.5,13.0,14.0
1884,21.4,21.5,14.0,15.0
1885,21.4,21.5,15.0,16.0
1886,21.4,21.5,16.0,17.0
1887,21.4,21.5,17.0,18.0
1888,21.4,21.5,18.0,19.0
1889,21.4,21.5,19.0,20.0
1890,21.4,21.5,20.0,21.0
1891,21.4,21.5,21.0,22.0
1892,21.4,21.5,22.0,23.0
1893,21.4,21.5,23.0,24.0
1894,21.4,21.5,24.0,25.0
1895,21.4,21.5,25.0,26.0
1896,21.4,21.5,26.0,27.0
1897,21.4,21.5,27.0,28.0
1898,21.4,21.5,28.0,29.0
1899,21.4,21.5,29.0,30.0
1900,21.5,21.6,10.0,11.0
1901,21.5,21.6,11.0,12.0
1902,21.5,21.6,12.0,13.0
1903,21.5,21.6,13.0,14.0
1904,21.5,21.6,14.0,15.0
1905,21.5,21.6,15.0,16.0
1906,21.5,21.6,16.0,17.0
1907,21.5,21.6,17.0,18.0
1908,21.5,21.6,18.0,19.0
1909,21.5,21.6,19.0,20.0
1910,21.5,21.6,20.0,21.0
1911,21.5,21.6,21.0,22.0
1912,21.5,21.6,22.0,23.0
1913,21.5,21.6,23.0,24.0
1914,21.5,21.6,24.0,25.0
1915,21.5,21.6,25.0,26.0
1916,21.5,21.6,26.0,27.0
1917,21.5,21.6,27.0,28.0
1918,21.5,21.6,28.0,29.0
1919,21.5,21.6,29.0,30.0
1920,21.6,21.7,10.0,11.0
1921,21.6,21.7,11.0,12.0
1922,21.6,21.7,12.0,13.0
1923,21.6,21.7,13.0,14.0
1924,21.6,21.7,14.0,15.0
1925,21.6,21.7,15.0,16.0
1926,21.6,21.7,16.0,17.0
1927,21.6,21.7,17.0,18.0
1928,21.6,21.7,18.0,19.0
1929,21.6,21.7,19.0,20.0
1930,21.6,21.7,20.0,21.0
1931,21.6,21.7,21.0,22.0
1932,21.6,21.7,22.0,23.0
1933,21.6,21.7,23.0,24.0
1934,21.6,21.7,24.0,25.0
1935,21.6,21.7,25.0,26.0
1936,21.6,21.7,26.0,27.0
1937,21.6,21.7,27.0,28.0
1938,21.6,21.7,28.0,29.0
1939,21.6,21.7,29.0,30.0
1940,21.7,21.8,10.0,11.0
1941,21.7,21.8,11.0,12.0
1942,21.7,21.8,12.0,13.0
1943,21.7,21.8,13.0,14.0
1944,21.7,21.8,14.0,15.0
1945,21.7,21.8,15.0,16.0
1946,21.7,21.8,16.0,17.0
1947,21.7,21.8,17.0,18.0
1948,21.7,21.8,18.0,19.0
1949,21.7,21.8,19.0,20.0
1950,21.7,21.8,20.0,21.0
1951,21.7,21.8,21.0,22.0
1952,21.7,21.8,22.0,23.0
1953,21.7,21.8,23.0,24.0
1954,21.7,21.8,24.0,25.0
1955,21.7,21.8,25.0,26.0
1956,21.7,21.8,26.0,27.0
1957,21.7,21.8,27.0,28.0
1958,21.7,21.8,28.0,29.0
1959,21.7,21.8,29.0,30.0
1960,21.8,21.9,10.0,11.0
1961,21.8,21.9,11.0,12.0
1962,21.8,21.9,12.0,13.0
1963,21.8,21.9,13.0,14.0
1964,21.8,21.9,14.0,15.0
1965,21.8,21.9,15.0,16.0
1966,21.8,21.9,16.0,17.0
1967,21.8,21.9,17.0,18.0
1968,21.8,21.9,18.0,19.0
1969,21.8,21.9,19.0,20.0
1970,21.8,21.9,20.0,21.0
1971,21.8,21.9,21.0,22.0
1972,21.8,21.9,22.0,23.0
1973,21.8,21.9,23.0,24.0
1974,21.8,21.9,24.0,25.0
1975,21.8,21.9,25.0,26.0
1976,21.8,21.9,26.0,27.0
1977,21.8,21.9,27.0,28.0
1978,21.8,21.9,28.0,29.0
1979,21.8,21.9,29.0,30.0
1980,21.9,22.0,10.0,11.0
1981,21.9,22.0,11.0,12.0
1982,21.9,22.0,12.0,13.0
1983,21.9,22.0,13.0,14.0
1984,21.9,22.0,14.0,15.0
1985,21.9,22.0,15.0,16.0
1986,21.9,22.0,16.0,17.0
1987,21.9,22.0,17.0,18.0
1988,21.9,22.0,18.0,19.0
1989,21.9,22.0,19.0,20.0
1990,21.9,22.0,20.0,21.0
1991,21.9,22.0,21.0,22.0
1992,21.9,22.0,22.0,23.0
1993,21.9,22.0,23.0,24.0
1994,21.9,22.0,24.0,25.0
1995,21.9,22.0,25.0,26.0
1996,21.9,22.0,26.0,27.0
1997,21.9,22.0,27.0,28.0
1998,21.9,22.0,28.0,29.0
1999,21.9,22.0,29.0,30.0
